symbol,name,isin,exchange,series,sector,industry,tags
JSLL,Jeena Sikho Lifecare Limited,INE0J5801029,NSE,EQ,,Wellness,niftymicrocap250|smallcap
JSWCEMENT,JSW Cement Limited,INE718I01012,NSE,EQ,,Cement & Cement Products,nifty500|niftysmallcap250|midcap
JSWENERGY,JSW Energy Limited,INE121E01018,NSE,EQ,,Power Generation,nifty500|niftymidcap150|midcap
JSWINFRA,JSW Infrastructure Limited,INE880J01026,NSE,EQ,,Port & Port services,nifty500|niftymidcap150|midcap
JSWSTEEL,JSW Steel Limited,INE019A01038,NSE,EQ,,Iron & Steel,nifty50|nifty100|nifty500|largecap
JUBLFOOD,Jubilant Foodworks Limited,INE797F01020,NSE,EQ,,Restaurants,nifty500|niftymidcap150|midcap
JUBLINGREA,Jubilant Ingrevia Limited,INE0BY001018,NSE,EQ,,Specialty Chemicals,nifty500|niftysmallcap250|midcap
JUBLPHARMA,Jubilant Pharmova Limited,INE700A01033,NSE,EQ,,Pharmaceuticals,nifty500|niftysmallcap250|midcap
JUSTDIAL,Just Dial Limited,INE599M01018,NSE,EQ,,Internet & Catalogue Retail,niftymicrocap250|smallcap
JWL,Jupiter Wagons Limited,INE209L01016,NSE,EQ,,Railway Wagons,nifty500|niftysmallcap250|midcap
JYOTHYLAB,Jyothy Labs Limited,INE668F01031,NSE,EQ,,Household Products,niftymicrocap250|smallcap
JYOTICNC,Jyoti CNC Automation Limited,INE980O01024,NSE,EQ,,Industrial Products,nifty500|niftysmallcap250|midcap
KAJARIACER,Kajaria Ceramics Limited,INE217B01036,NSE,EQ,,Ceramics,nifty500|niftysmallcap250|midcap
KALYANKJIL,Kalyan Jewellers India Limited,INE303R01014,NSE,EQ,,Gems Jewellery And Watches,nifty500|niftymidcap150|midcap
KANSAINER,Kansai Nerolac Paints Limited,INE531A01024,NSE,EQ,,Paints,niftymicrocap250|smallcap
KARURVYSYA,Karur Vysya Bank Limited,INE036D01028,NSE,EQ,,Private Sector Bank,nifty500|niftysmallcap250|midcap
KAYNES,Kaynes Technology India Limited,INE918Z01012,NSE,EQ,,Industrial Products,nifty500|niftysmallcap250|midcap
KEC,KEC International Limited,INE389H01022,NSE,EQ,,Civil Construction,nifty500|niftysmallcap250|midcap
KEI,KEI Industries Limited,INE878B01027,NSE,EQ,,Cables - Electricals,nifty500|niftymidcap150|midcap
KFINTECH,Kfin Technologies Limited,INE138Y01010,NSE,EQ,,Depositories Clearing Houses and Other Intermediaries,nifty500|niftysmallcap250|midcap
KIMS,Krishna Institute of Medical Sciences Limited,INE967H01025,NSE,EQ,,Hospital,nifty500|niftysmallcap250|midcap
KIRLOSBROS,Kirloskar Brothers Limited,INE732A01036,NSE,EQ,,Compressors Pumps & Diesel Engines,niftymicrocap250|smallcap
KIRLOSENG,Kirloskar Oil Engines Limited,INE146L01010,NSE,EQ,,Compressors Pumps & Diesel Engines,nifty500|niftysmallcap250|midcap
KIRLPNU,Kirloskar Pneumatic Company Limited,INE811A01020,NSE,EQ,,Compressors Pumps & Diesel Engines,niftymicrocap250|smallcap
KITEX,Kitex Garments Limited,INE602G01020,NSE,EQ,,Garments & Apparels,niftymicrocap250|smallcap
KNRCON,KNR Constructions Limited,INE634I01029,NSE,EQ,,Civil Construction,niftymicrocap250|smallcap
KOTAKBANK,Kotak Mahindra Bank Limited,INE237A01036,NSE,EQ,,Private Sector Bank,nifty50|nifty100|nifty500|largecap
KPIGREEN,KPI Green Energy Limited,INE542W01025,NSE,EQ,,Power Generation,niftymicrocap250|smallcap
KPIL,Kalpataru Projects International Limited,INE220B01022,NSE,EQ,,Civil Construction,nifty500|niftysmallcap250|midcap
KPITTECH,KPIT Technologies Limited,INE04I401011,NSE,EQ,,Computers - Software & Consulting,nifty500|niftymidcap150|midcap
KPRMILL,K.P.R. Mill Limited,INE930H01031,NSE,EQ,,Other Textile Products,nifty500|niftymidcap150|midcap
KRBL,KRBL Limited,INE001B01026,NSE,EQ,,Other Agricultural Products,niftymicrocap250|smallcap
KRN,KRN Heat Exchanger and Refrigeration Limited,INE0Q3J01015,NSE,EQ,,Other Industrial Products,niftymicrocap250|smallcap
KSB,Ksb Limited,INE999A01023,NSE,EQ,,Compressors Pumps & Diesel Engines,niftymicrocap250|smallcap
KSCL,Kaveri Seed Company Limited,INE455I01029,NSE,EQ,,Other Agricultural Products,niftymicrocap250|smallcap
KTKBANK,The Karnataka Bank Limited,INE614B01018,NSE,EQ,,Private Sector Bank,niftymicrocap250|smallcap
LALPATHLAB,Dr. Lal Path Labs Ltd.,INE600L01024,NSE,EQ,,Healthcare Service Provider,nifty500|niftysmallcap250|midcap
LATENTVIEW,Latent View Analytics Limited,INE0I7C01011,NSE,EQ,,Computers - Software & Consulting,nifty500|niftysmallcap250|midcap
LAURUSLABS,Laurus Labs Limited,INE947Q01028,NSE,EQ,,Pharmaceuticals,nifty500|niftymidcap150|midcap
LEMONTREE,Lemon Tree Hotels Limited,INE970X01018,NSE,EQ,,Hotels & Resorts,nifty500|niftysmallcap250|midcap
LENSKART,Lenskart Solutions Limited,INE956O01016,NSE,EQ,,Speciality Retail,nifty500|niftymidcap150|midcap
LGEINDIA,LG Electronics India Limited,INE324D01010,NSE,EQ,,Household Appliances,nifty500|niftymidcap150|midcap
LICHSGFIN,LIC Housing Finance Limited,INE115A01026,NSE,EQ,,Housing Finance Company,nifty500|niftymidcap150|midcap
LICI,Life Insurance Corporation Of India,INE0J1Y01017,NSE,EQ,,Life Insurance,nifty500|niftymidcap150|midcap
LINDEINDIA,Linde India Limited,INE473A01011,NSE,EQ,,Industrial Gases,nifty500|niftymidcap150|midcap
LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,INE093R01011,NSE,EQ,,Industrial Products,niftymicrocap250|smallcap
LLOYDSENT,Lloyds Enterprises Limited,INE080I01025,NSE,EQ,,Trading - Metals,niftymicrocap250|smallcap
LLOYDSME,Lloyds Metals And Energy Limited,INE281B01032,NSE,EQ,,Industrial Minerals,nifty500|niftymidcap150|midcap
LODHA,Lodha Developers Limited,INE670K01029,NSE,EQ,,Residential Commercial Projects,nifty100|nifty500|largecap
LOTUSDEV,Sri Lotus Developers and Realty Limited,INE0V9Q01010,NSE,EQ,,Residential Commercial Projects,niftymicrocap250|smallcap
LT,Larsen & Toubro Limited,INE018A01030,NSE,EQ,,Civil Construction,nifty50|nifty100|nifty500|largecap
LTF,L&T Finance Limited,INE498L01015,NSE,EQ,,Investment Company,nifty500|niftymidcap150|midcap
LTFOODS,LT Foods Limited,INE818H01020,NSE,EQ,,Other Agricultural Products,nifty500|niftysmallcap250|midcap
LTM,LTIMindtree Limited,INE214T01019,NSE,EQ,,Computers - Software & Consulting,nifty100|nifty500|largecap
LTTS,L&T Technology Services Limited,INE010V01017,NSE,EQ,,IT Enabled Services,nifty500|niftymidcap150|midcap
LUMAXTECH,Lumax Auto Technologies Limited,INE872H01027,NSE,EQ,,Auto Components & Equipments,niftymicrocap250|smallcap
LUPIN,Lupin Limited,INE326A01037,NSE,EQ,,Pharmaceuticals,nifty500|niftymidcap150|midcap
LXCHEM,Laxmi Organic Industries Limited,INE576O01020,NSE,EQ,,Specialty Chemicals,niftymicrocap250|smallcap
M&M,Mahindra & Mahindra Limited,INE101A01026,NSE,EQ,,Passenger Cars & Utility Vehicles,nifty50|nifty100|nifty500|largecap
M&MFIN,Mahindra & Mahindra Financial Services Limited,INE774D01024,NSE,EQ,,Non Banking Financial Company (NBFC),nifty500|niftymidcap150|midcap
MAHABANK,Bank of Maharashtra,INE457A01014,NSE,EQ,,Public Sector Bank,nifty500|niftymidcap150|midcap
MAHSCOOTER,Maharashtra Scooters Limited,INE288A01013,NSE,EQ,,Investment Company,niftymicrocap250|smallcap
MAHSEAMLES,Maharashtra Seamless Limited,INE271B01025,NSE,EQ,,Iron & Steel Products,niftymicrocap250|smallcap
MANAPPURAM,Manappuram Finance Limited,INE522D01027,NSE,EQ,,Non Banking Financial Company (NBFC),nifty500|niftysmallcap250|midcap
MANKIND,Mankind Pharma Limited,INE634S01028,NSE,EQ,,Pharmaceuticals,nifty500|niftymidcap150|midcap
MANORAMA,Manorama Industries Limited,INE00VM01036,NSE,EQ,,Other Food Products,niftymicrocap250|smallcap
MANYAVAR,Vedant Fashions Limited,INE825V01034,NSE,EQ,,Speciality Retail,niftymicrocap250|smallcap
MAPMYINDIA,C.E. Info Systems Limited,INE0BV301023,NSE,EQ,,Software Products,nifty500|niftysmallcap250|midcap
MARICO,Marico Limited,INE196A01026,NSE,EQ,,Edible Oil,nifty500|niftymidcap150|midcap
MARKSANS,Marksans Pharma Limited,INE750C01026,NSE,EQ,,Pharmaceuticals,niftymicrocap250|smallcap
MARUTI,Maruti Suzuki India Limited,INE585B01010,NSE,EQ,,Passenger Cars & Utility Vehicles,nifty50|nifty100|nifty500|largecap
MASTEK,Mastek Limited,INE759A01021,NSE,EQ,,Computers - Software & Consulting,niftymicrocap250|smallcap
MAXHEALTH,Max Healthcare Institute Limited,INE027H01010,NSE,EQ,,Hospital,nifty50|nifty100|nifty500|largecap
MAZDOCK,Mazagon Dock Shipbuilders Limited,INE249Z01020,NSE,EQ,,Ship Building & Allied Services,nifty100|nifty500|largecap
MCX,Multi Commodity Exchange of India Limited,INE745G01043,NSE,EQ,,Exchange and Data Platform,nifty500|niftymidcap150|midcap
MEDANTA,Global Health Limited,INE474Q01031,NSE,EQ,,Hospital,nifty500|niftymidcap150|midcap
MEDPLUS,Medplus Health Services Limited,INE804L01022,NSE,EQ,,Pharmacy Retail,niftymicrocap250|smallcap
MEESHO,Meesho Limited,INE0VDM01015,NSE,EQ,,E-Retail/ E-Commerce,nifty500|niftysmallcap250|midcap
METROPOLIS,Metropolis Healthcare Limited,INE112L01020,NSE,EQ,,Healthcare Service Provider,niftymicrocap250|smallcap
MFSL,Max Financial Services Limited,INE180A01020,NSE,EQ,,Life Insurance,nifty500|niftymidcap150|midcap
MGL,Mahanagar Gas Limited,INE002S01010,NSE,EQ,,LPG/CNG/PNG/LNG Supplier,nifty500|niftysmallcap250|midcap
MIDHANI,Mishra Dhatu Nigam Limited,INE099Z01011,NSE,EQ,,Aerospace & Defense,niftymicrocap250|smallcap
MINDACORP,Minda Corporation Limited,INE842C01021,NSE,EQ,,Auto Components & Equipments,nifty500|niftysmallcap250|midcap
MMTC,MMTC Limited,INE123F01029,NSE,EQ,,Trading & Distributors,nifty500|niftysmallcap250|midcap
MOIL,MOIL Limited,INE490G01020,NSE,EQ,,Industrial Minerals,niftymicrocap250|smallcap
MOTHERSON,Samvardhana Motherson International Limited,INE775A01035,NSE,EQ,,Auto Components & Equipments,nifty100|nifty500|largecap
MOTILALOFS,Motilal Oswal Financial Services Limited,INE338I01027,NSE,EQ,,Stockbroking & Allied,nifty500|niftymidcap150|midcap
MPHASIS,MphasiS Limited,INE356A01018,NSE,EQ,,Computers - Software & Consulting,nifty500|niftymidcap150|midcap
MRF,MRF Limited,INE883A01011,NSE,EQ,,Tyres & Rubber Products,nifty500|niftymidcap150|midcap
MRPL,Mangalore Refinery and Petrochemicals Limited,INE103A01014,NSE,EQ,,Refineries & Marketing,nifty500|niftysmallcap250|midcap
MSTCLTD,Mstc Limited,INE255X01014,NSE,EQ,,Trading & Distributors,niftymicrocap250|smallcap
MSUMI,Motherson Sumi Wiring India Limited,INE0FS801015,NSE,EQ,,Auto Components & Equipments,nifty500|niftysmallcap250|midcap
MTARTECH,Mtar Technologies Limited,INE864I01014,NSE,EQ,,Other Electrical Equipment,niftymicrocap250|smallcap
MUTHOOTFIN,Muthoot Finance Limited,INE414G01012,NSE,EQ,,Non Banking Financial Company (NBFC),nifty100|nifty500|largecap
NAM-INDIA,Nippon Life India Asset Management Limited,INE298J01013,NSE,EQ,,Asset Management Company,nifty500|niftymidcap150|midcap
NATCOPHARM,Natco Pharma Limited,INE987B01026,NSE,EQ,,Pharmaceuticals,nifty500|niftysmallcap250|midcap
NATIONALUM,National Aluminium Company Limited,INE139A01034,NSE,EQ,,Aluminium,nifty500|niftymidcap150|midcap
NAUKRI,Info Edge (India) Limited,INE663F01032,NSE,EQ,,Internet & Catalogue Retail,nifty500|niftymidcap150|midcap
NAVA,NAVA LIMITED,INE725A01030,NSE,EQ,,Power Generation,nifty500|niftysmallcap250|midcap
NAVINFLUOR,Navin Fluorine International Limited,INE048G01026,NSE,EQ,,Specialty Chemicals,nifty500|niftysmallcap250|midcap
NAZARA,Nazara Technologies Limited,INE418L01047,NSE,EQ,,Digital Entertainment,niftymicrocap250|smallcap
NBCC,NBCC (India) Limited,INE095N01031,NSE,EQ,,Civil Construction,nifty500|niftysmallcap250|midcap
NCC,NCC Limited,INE868B01028,NSE,EQ,,Civil Construction,nifty500|niftysmallcap250|midcap
NEOGEN,Neogen Chemicals Limited,INE136S01016,NSE,EQ,,Specialty Chemicals,niftymicrocap250|smallcap
NESCO,Nesco Limited,INE317F01035,NSE,EQ,,Diversified Commercial Services,niftymicrocap250|smallcap
NESTLEIND,Nestle India Limited,INE239A01024,NSE,EQ,,Packaged Foods,nifty50|nifty100|nifty500|largecap
NETWEB,Netweb Technologies India Limited,INE0NT901020,NSE,EQ,,IT Enabled Services,nifty500|niftysmallcap250|midcap
NETWORK18,Network18 Media & Investments Limited,INE870H01013,NSE,EQ,,Media & Entertainment,niftymicrocap250|smallcap
NEULANDLAB,Neuland Laboratories Limited,INE794A01010,NSE,EQ,,Pharmaceuticals,nifty500|niftysmallcap250|midcap
NEWGEN,Newgen Software Technologies Limited,INE619B01017,NSE,EQ,,Computers - Software & Consulting,nifty500|niftysmallcap250|midcap
NFL,National Fertilizers Limited,INE870D01012,NSE,EQ,,Fertilizers,niftymicrocap250|smallcap
NH,Narayana Hrudayalaya Ltd.,INE410P01011,NSE,EQ,,Hospital,nifty500|niftysmallcap250|midcap
NHPC,NHPC Limited,INE848E01016,NSE,EQ,,Power Generation,nifty500|niftymidcap150|midcap
NIACL,The New India Assurance Company Limited,INE470Y01017,NSE,EQ,,General Insurance,nifty500|niftymidcap150|midcap
NIVABUPA,Niva Bupa Health Insurance Company Limited,INE995S01015,NSE,EQ,,General Insurance,nifty500|niftysmallcap250|midcap
NLCINDIA,NLC India Limited,INE589A01014,NSE,EQ,,Power Generation,nifty500|niftymidcap150|midcap
NMDC,NMDC Limited,INE584A01023,NSE,EQ,,Industrial Minerals,nifty500|niftymidcap150|midcap
NSLNISP,NMDC Steel Limited,INE0NNS01018,NSE,EQ,,Iron & Steel,nifty500|niftysmallcap250|midcap
NTPC,NTPC Limited,INE733E01010,NSE,EQ,,Power Generation,nifty50|nifty100|nifty500|largecap
NTPCGREEN,NTPC Green Energy Limited,INE0ONG01011,NSE,EQ,,Power Generation,nifty500|niftymidcap150|midcap
NUVAMA,Nuvama Wealth Management Limited,INE531F01023,NSE,EQ,,Stockbroking & Allied,nifty500|niftysmallcap250|midcap
NUVOCO,Nuvoco Vistas Corporation Limited,INE118D01016,NSE,EQ,,Cement & Cement Products,nifty500|niftysmallcap250|midcap
NYKAA,FSN E-Commerce Ventures Limited,INE388Y01029,NSE,EQ,,E-Retail/ E-Commerce,nifty500|niftymidcap150|midcap
OBEROIRLTY,Oberoi Realty Limited,INE093I01010,NSE,EQ,,Residential Commercial Projects,nifty500|niftymidcap150|midcap
OFSS,Oracle Financial Services Software Limited,INE881D01027,NSE,EQ,,Software Products,nifty500|niftymidcap150|midcap
OIL,Oil India Limited,INE274J01014,NSE,EQ,,Oil Exploration & Production,nifty500|niftymidcap150|midcap
OLAELEC,Ola Electric Mobility Limited,INE0LXG01040,NSE,EQ,,2/3 Wheelers,nifty500|niftysmallcap250|midcap
OLECTRA,Olectra Greentech Limited,INE260D01016,NSE,EQ,,Passenger Cars & Utility Vehicles,nifty500|niftysmallcap250|midcap
ONESOURCE,Onesource Specialty Pharma Limited,INE013P01021,NSE,EQ,,Pharmaceuticals,nifty500|niftysmallcap250|midcap
ONGC,Oil & Natural Gas Corporation Limited,INE213A01029,NSE,EQ,,Oil Exploration & Production,nifty50|nifty100|nifty500|largecap
OPTIEMUS,Optiemus Infracom Limited,INE350C01017,NSE,EQ,,Telecom - Equipment & Accessories,niftymicrocap250|smallcap
ORIENTCEM,Orient Cement Limited,INE876N01018,NSE,EQ,,Cement & Cement Products,niftymicrocap250|smallcap
ORKLAINDIA,Orkla India Limited,INE16NZ01023,NSE,EQ,,Other Food Products,niftymicrocap250|smallcap
OSWALPUMPS,Oswal Pumps Limited,INE0BYP01024,NSE,EQ,,Compressors Pumps & Diesel Engines,niftymicrocap250|smallcap
PAGEIND,Page Industries Limited,INE761H01022,NSE,EQ,,Garments & Apparels,nifty500|niftymidcap150|midcap
PARADEEP,Paradeep Phosphates Limited,INE088F01024,NSE,EQ,,Fertilizers,nifty500|niftysmallcap250|midcap
PARAS,Paras Defence and Space Technologies Limited,INE045601023,NSE,EQ,,Aerospace & Defense,niftymicrocap250|smallcap
PARKHOSPS,Park Medi World Limited,INE119201023,NSE,EQ,,Hospital,niftymicrocap250|smallcap
PATANJALI,Patanjali Foods Limited,INE619A01035,NSE,EQ,,Edible Oil,nifty500|niftymidcap150|midcap
PAYTM,One 97 Communications Limited,INE982J01020,NSE,EQ,,Financial Technology (Fintech),nifty500|niftymidcap150|midcap
PCBL,PCBL Chemical Limited,INE602A01031,NSE,EQ,,Carbon Black,nifty500|niftysmallcap250|midcap
PCJEWELLER,PC Jeweller Limited,INE785M01021,NSE,EQ,,Gems Jewellery And Watches,niftymicrocap250|smallcap
PERSISTENT,Persistent Systems Limited,INE262H01021,NSE,EQ,,Computers - Software & Consulting,nifty500|niftymidcap150|midcap
PETRONET,Petronet LNG Limited,INE347G01014,NSE,EQ,,LPG/CNG/PNG/LNG Supplier,nifty500|niftymidcap150|midcap
PFC,Power Finance Corporation Limited,INE134E01011,NSE,EQ,,Financial Institution,nifty100|nifty500|largecap
PFIZER,Pfizer Limited,INE182A01018,NSE,EQ,,Pharmaceuticals,nifty500|niftysmallcap250|midcap
PFOCUS,Prime Focus Limited,INE367G01038,NSE,EQ,,Media & Entertainment,niftymicrocap250|smallcap
PGEL,PG Electroplast Limited,INE457L01029,NSE,EQ,,Consumer Electronics,nifty500|niftysmallcap250|midcap
PGIL,Pearl Global Industries Limited,INE940H01022,NSE,EQ,,Garments & Apparels,niftymicrocap250|smallcap
PHOENIXLTD,The Phoenix Mills Limited,INE211B01039,NSE,EQ,,Residential Commercial Projects,nifty500|niftymidcap150|midcap
PICCADIL,Piccadily Agro Industries Limited,INE546C01010,NSE,EQ,,Breweries & Distilleries,niftymicrocap250|smallcap
PIDILITIND,Pidilite Industries Limited,INE318A01026,NSE,EQ,,Specialty Chemicals,nifty100|nifty500|largecap
PIIND,PI Industries Limited,INE603J01030,NSE,EQ,,Pesticides & Agrochemicals,nifty500|niftymidcap150|midcap
PINELABS,Pine Labs Limited,INE15B701018,NSE,EQ,,Financial Technology (Fintech),nifty500|niftysmallcap250|midcap
PIRAMALFIN,Piramal Finance Limited,INE202B01038,NSE,EQ,,Non Banking Financial Company (NBFC),nifty500|niftysmallcap250|midcap
PNB,Punjab National Bank,INE160A01022,NSE,EQ,,Public Sector Bank,nifty100|nifty500|largecap
PNBHOUSING,PNB Housing Finance Limited,INE572E01012,NSE,EQ,,Housing Finance Company,nifty500|niftysmallcap250|midcap
PNCINFRA,PNC Infratech Limited,INE195J01029,NSE,EQ,,Civil Construction,niftymicrocap250|smallcap
PNGJL,P N Gadgil Jewellers Limited,INE953R01016,NSE,EQ,,Gems Jewellery And Watches,niftymicrocap250|smallcap
POLICYBZR,PB Fintech Limited,INE417T01026,NSE,EQ,,Financial Technology (Fintech),nifty500|niftymidcap150|midcap
POLYCAB,Polycab India Limited,INE455K01017,NSE,EQ,,Cables - Electricals,nifty500|niftymidcap150|midcap
POLYMED,Poly Medicure Limited,INE205C01021,NSE,EQ,,Medical Equipment & Supplies,nifty500|niftysmallcap250|midcap
POONAWALLA,Poonawalla Fincorp Limited,INE511C01022,NSE,EQ,,Non Banking Financial Company (NBFC),nifty500|niftysmallcap250|midcap
POWERGRID,Power Grid Corporation of India Limited,INE752E01010,NSE,EQ,,Power - Transmission,nifty50|nifty100|nifty500|largecap
POWERINDIA,Hitachi Energy India Limited,INE07Y701011,NSE,EQ,,Heavy Electrical Equipment,nifty500|niftymidcap150|midcap
POWERMECH,Power Mech Projects Limited,INE211R01019,NSE,EQ,,Civil Construction,niftymicrocap250|smallcap
PPLPHARMA,Piramal Pharma Limited,INE0DK501011,NSE,EQ,,Pharmaceuticals,nifty500|niftysmallcap250|midcap
PRAJIND,Praj Industries Limited,INE074A01025,NSE,EQ,,Industrial Products,niftymicrocap250|smallcap
PREMIERENE,Premier Energies Limited,INE0BS701011,NSE,EQ,,Other Electrical Equipment,nifty500|niftymidcap150|midcap
PRESTIGE,Prestige Estates Projects Limited,INE811K01011,NSE,EQ,,Residential Commercial Projects,nifty500|niftymidcap150|midcap
PRICOLLTD,Pricol Limited,INE726V01018,NSE,EQ,,Auto Components & Equipments,niftymicrocap250|smallcap
PRIVISCL,Privi Speciality Chemicals Limited,INE959A01019,NSE,EQ,,Specialty Chemicals,niftymicrocap250|smallcap
PRSMJOHNSN,Prism Johnson Limited,INE010A01011,NSE,EQ,,Cement & Cement Products,niftymicrocap250|smallcap
PRUDENT,Prudent Corporate Advisory Services Limited,INE00F201020,NSE,EQ,,Financial Products Distributor,niftymicrocap250|smallcap
PTC,PTC India Limited,INE877F01012,NSE,EQ,,Power Trading,niftymicrocap250|smallcap
PTCIL,PTC Industries Limited,INE596F01018,NSE,EQ,,Other Industrial Products,nifty500|niftysmallcap250|midcap
PURVA,Puravankara Limited,INE323I01011,NSE,EQ,,Residential Commercial Projects,niftymicrocap250|smallcap
PVRINOX,PVR INOX Limited,INE191H01014,NSE,EQ,,Film Production Distribution & Exhibition,nifty500|niftysmallcap250|midcap
PWL,Physicswallah Limited,INE0LP301011,NSE,EQ,,E-Learning,nifty500|niftysmallcap250|midcap
QPOWER,Quality Power Electrical Equipments Limited,INE0SII01026,NSE,EQ,,Heavy Electrical Equipment,niftymicrocap250|smallcap
QUESS,Quess Corp Limited,INE615P01015,NSE,EQ,,Diversified Commercial Services,niftymicrocap250|smallcap
RADICO,Radico Khaitan Limited,INE944F01028,NSE,EQ,,Breweries & Distilleries,nifty500|niftymidcap150|midcap
RAILTEL,Railtel Corporation Of India Limited,INE0DD101019,NSE,EQ,,Other Telecom Services,nifty500|niftysmallcap250|midcap
RAIN,Rain Industries Limited,INE855B01025,NSE,EQ,,Petrochemicals,niftymicrocap250|smallcap
RAINBOW,Rainbow Childrens Medicare Limited,INE961O01016,NSE,EQ,,Hospital,nifty500|niftysmallcap250|midcap
RALLIS,Rallis India Limited,INE613A01020,NSE,EQ,,Pesticides & Agrochemicals,niftymicrocap250|smallcap
RAMCOCEM,The Ramco Cements Limited,INE331A01037,NSE,EQ,,Cement & Cement Products,nifty500|niftysmallcap250|midcap
